rank,score,image,description,target_probability,reference_probability,probability_margin,best_target_prompt,best_reference_prompt,best_overall_prompt,width,height,extension,size_bytes,references,context_keyword_hits
11,1.9808774590492249,assets/images/2025/20241101_20250216/20250213_091153_0.jpg,an optical or photonics diagram,0.9918118715286255,0.0,0.9890655875205994,an optical or photonics diagram,,an optical or photonics diagram,1199,899,.jpg,181863,_posts/2025-02-16-weekly-OFS-34.md:289,
12,1.9785404205322266,assets/images/2024/20240702_20241207/20241205_034000_0.jpg,an optical or photonics diagram,0.990875244140625,0.0,0.9876651763916016,an optical or photonics diagram,,an optical or photonics diagram,998,1199,.jpg,97829,_posts/2024-12-15-weekly-OFS-25.md:86,
13,1.9783068895339966,assets/images/2025/20241218_20260104/20260101_023300_0.jpg,an optical or photonics diagram,0.9909635782241821,0.0,0.9873433113098145,an optical or photonics diagram,,an optical or photonics diagram,1200,683,.jpg,93678,_posts/2026-01-08-weekly-OFS-80.md:155,
14,1.9782333970069885,assets/images/2025/20250216_20250222/20250221_061210_0.jpg,an optical or photonics diagram,0.9913623929023743,0.0,0.9868710041046143,an optical or photonics diagram,,an optical or photonics diagram,1200,561,.jpg,94924,_posts/2025-02-23-weekly-OFS-35.md:284,
15,1.9778231978416443,assets/images/2026/20241208_20260223/20260218_160342_0.jpg,an optical or photonics diagram,0.9909693598747253,0.0,0.986853837966919,an optical or photonics diagram,,an optical or photonics diagram,890,665,.jpg,75391,_posts/2026-02-22-weekly-OFS-87.md:232,
16,1.9778231978416443,assets/images/2026/20241208_20260223/20260221_193735_0.jpg,an optical or photonics diagram,0.9909693598747253,0.0,0.986853837966919,an optical or photonics diagram,,an optical or photonics diagram,890,665,.jpg,75391,_posts/2026-02-22-weekly-OFS-87.md:207,
17,1.9777969121932983,assets/images/2026/20250225_20260126/20260126_000214_1.jpg,a photograph of lab equipment,0.9900237917900085,0.0,0.9877731204032898,a photograph of lab equipment,,a photograph of lab equipment,1200,900,.jpg,165952,_posts/2026-01-25-weekly-OFS-83.md:229; _posts/2026-01-25-weekly-OFS-83.md:276; _posts/2026-02-02-weekly-OFS-84.md:307; _posts/2026-02-08-weekly-OFS-85.md:417; _posts/2026-02-17-weekly-OFS-86.md:377; _posts/2026-02-22-weekly-OFS-87.md:328; _posts/2026-03-02-weekly-OFS-88.md:302; _posts/2026-03-23-weekly-OFS-91.md:481; _posts/2026-03-30-weekly-OFS-92.md:243; _posts/2026-04-07-weekly-OFS-93.md:283; _posts/2026-04-13-weekly-OFS-94.md:224; _posts/2026-04-20-weekly-OFS-95.md:305; _posts/2026-04-27-weekly-OFS-96.md:276; _posts/2026-06-07-weekly-OFS-102.md:339; _posts/2026-06-14-weekly-OFS-103.md:365,
18,1.9777916073799133,assets/images/imported/lnx-pnc-to-wg-20190319/image14.png,an equation or math derivation,0.9906361699104309,0.0,0.9871554374694824,an equation or math derivation,,an equation or math derivation,430,331,.png,33699,_posts/2019-03-19-lnx-pnc-to-wg-20190319.md:31,
19,1.9776813387870789,assets/images/2026/20250114_20260119/20260115_074813_0.jpg,an optical or photonics diagram,0.991295337677002,0.0,0.9863860011100769,an optical or photonics diagram,,an optical or photonics diagram,1199,775,.jpg,129915,_posts/2026-01-20-weekly-OFS-82.md:125,
20,1.9775641560554504,assets/images/2024/ebeam/jeol_jbx-6300_61255172.jpg,a photograph of lab equipment,0.9909021258354187,0.0,0.9866620302200317,a photograph of lab equipment,,a photograph of lab equipment,1920,1804,.jpg,238325,,
21,1.9774889945983887,assets/images/2025/20250711_20250908/20250903_150416_0.jpg,an optical or photonics diagram,0.9905027151107788,0.0,0.9869862794876099,an optical or photonics diagram,,an optical or photonics diagram,1200,645,.jpg,125321,,
22,1.9768360257148743,assets/images/2025/20241101_20250216/20250211_053945_0.jpg,an optical or photonics diagram,0.9902012944221497,0.0,0.9866347312927246,an optical or photonics diagram,,an optical or photonics diagram,489,231,.jpg,134969,_posts/2025-02-16-weekly-OFS-34.md:182,
23,1.9768360257148743,assets/images/2026/20240822_20260427/20240822_034045_1.jpg,an optical or photonics diagram,0.9902012944221497,0.0,0.9866347312927246,an optical or photonics diagram,,an optical or photonics diagram,489,231,.jpg,134969,_posts/2026-04-27-weekly-OFS-96.md:169,
24,1.9768319129943848,assets/images/2026/20240918_20260601/20260530_164015_0.jpg,an optical or photonics diagram,0.9902734160423279,0.0,0.9865584969520569,an optical or photonics diagram,,an optical or photonics diagram,500,302,.jpg,50209,_posts/2026-06-14-weekly-OFS-103.md:230,
25,1.9765252470970154,assets/images/2025/20250125_20250608/20250605_053039_0.jpg,an optical or photonics diagram,0.9906467199325562,0.0,0.9858785271644592,an optical or photonics diagram,,an optical or photonics diagram,1200,794,.jpg,131228,_posts/2025-06-08-weekly-OFS-50.md:193,
26,1.9765252470970154,assets/images/2025/20250419_20250713/20250712_192733_2.jpg,an optical or photonics diagram,0.9906467199325562,0.0,0.9858785271644592,an optical or photonics diagram,,an optical or photonics diagram,1200,794,.jpg,131228,,
27,1.9765252470970154,assets/images/2026/20241129_20260201/20250605_053039_3.jpg,an optical or photonics diagram,0.9906467199325562,0.0,0.9858785271644592,an optical or photonics diagram,,an optical or photonics diagram,1200,794,.jpg,131228,_posts/2026-02-02-weekly-OFS-84.md:201,
28,1.976153016090393,assets/images/imported/ln2dpc-unitcell-eo-simulation-201805/image37.png,an equation or math derivation,0.9899539947509766,0.0,0.9861990213394165,an equation or math derivation,,an equation or math derivation,738,67,.png,19543,_posts/2018-05-03-ln2dpc-unitcell-eo-simulation-201805.md:57,
29,1.9759485721588135,assets/images/2025/20241229_20250804/20250802_171453_0.jpg,an optical or photonics diagram,0.989884614944458,0.0,0.9860639572143555,an optical or photonics diagram,,an optical or photonics diagram,1199,954,.jpg,89271,_posts/2025-08-05-weekly-OFS-58.md:251,
30,1.9755483269691467,assets/images/imported/piezoelectric-k-square-20190613/image40.png,an equation or math derivation,0.9894563555717468,0.0,0.9860919713973999,an equation or math derivation,,an equation or math derivation,408,91,.png,7800,_posts/2019-06-13-piezoelectric-k-square.md:368,
31,1.9753543734550476,assets/images/2026/20240822_20260427/20240822_034045_0.jpg,an optical or photonics diagram,0.9904174208641052,0.0,0.9849369525909424,an optical or photonics diagram,,an optical or photonics diagram,1200,512,.jpg,91103,_posts/2026-04-27-weekly-OFS-96.md:168,
32,1.9734081625938416,assets/images/2025/20241101_20250124/20250120_193018_0.jpg,an optical or photonics diagram,0.9885622262954712,0.0,0.9848459362983704,an optical or photonics diagram,,an optical or photonics diagram,1200,345,.jpg,70562,_posts/2025-01-26-weekly-OFS-31.md:169,
33,1.9733062982559204,assets/images/2025/20250505_20250512/20250507_013301_0.jpg,a technical slide,0.9892038702964783,0.0,0.9841024279594421,a technical slide,,a technical slide,1200,672,.jpg,52230,_posts/2025-05-12-weekly-OFS-46.md:104,
34,1.9731976389884949,assets/images/2025/20240918_20251214/20240918_202132_1.jpg,an optical or photonics diagram,0.9885060787200928,0.0,0.9846915602684021,an optical or photonics diagram,,an optical or photonics diagram,1200,786,.jpg,151839,_posts/2025-12-15-weekly-OFS-77.md:65,
35,1.9731976389884949,assets/images/2026/20240918_20260601/20240918_202132_3.jpg,an optical or photonics diagram,0.9885060787200928,0.0,0.9846915602684021,an optical or photonics diagram,,an optical or photonics diagram,1200,786,.jpg,151839,_posts/2026-06-14-weekly-OFS-103.md:65; _posts/2026-06-14-weekly-OFS-103.md:93,
36,1.9731634855270386,assets/images/2025/20240910_20250117/20250117_023438_0.jpg,an optical or photonics diagram,0.9898132681846619,0.0,0.9833502173423767,an optical or photonics diagram,,an optical or photonics diagram,1200,512,.jpg,112310,_posts/2025-01-19-weekly-OFS-30.md:195,
37,1.9729855060577393,assets/images/imported/ln-properties/image106.png,an equation or math derivation,0.9898808598518372,0.0,0.9831046462059021,an equation or math derivation,,an equation or math derivation,992,344,.png,80561,_posts/2018-04-28-ln-properties.md:403,
38,1.971867859363556,assets/images/2024/pdf_classification_piechart_equally_distributed.png,a pie chart,0.9876250624656677,0.0,0.9842427968978882,a pie chart,,a pie chart,1000,800,.png,91610,_posts/2024-08-24-weekly-OFS-9.md:75,
39,1.9715006351470947,assets/images/2025/SiPho_basics/image33.png,an optical or photonics diagram,0.9902164936065674,0.0,0.9812841415405273,an optical or photonics diagram,,an optical or photonics diagram,1999,1124,.png,2622609,_posts/2025-02-27-SiPho.md:48,
40,1.9714312553405762,assets/images/2026/OFC2026/IMG_4088.JPG,a technical slide,0.9882660508155823,0.0,0.9831652045249939,a technical slide,,a technical slide,4032,3024,.jpg,1873030,_posts/2026-04-04-OFC2026.md:3874,
41,1.9710169434547424,assets/images/imported/ln-memos-simulations-2018/image121.png,an equation or math derivation,0.9882532954216003,0.0,0.9827636480331421,an equation or math derivation,,an equation or math derivation,145,46,.png,4215,_posts/2018-01-03-ln-memos-simulations-2018.md:43,
42,1.9710057973861694,assets/images/2025/20240822_20250825/20240822_034508_1.jpg,an optical or photonics diagram,0.9877611398696899,0.0,0.9832446575164795,an optical or photonics diagram,,an optical or photonics diagram,951,1200,.jpg,168204,_posts/2025-08-24-weekly-OFS-61.md:367,
43,1.9708368182182312,assets/images/2026/20240918_20260601/20260530_181432_0.jpg,an optical or photonics diagram,0.987149178981781,0.0,0.9836876392364502,an optical or photonics diagram,,an optical or photonics diagram,1199,661,.jpg,152664,_posts/2026-06-14-weekly-OFS-103.md:244,
44,1.9705661535263062,assets/images/2025/20250108_20250318/20250313_042819_1.jpg,an optical or photonics diagram,0.9880899786949158,0.0,0.9824761748313904,an optical or photonics diagram,,an optical or photonics diagram,1200,843,.jpg,124150,_posts/2025-03-17-weekly-OFS-38.md:423,
45,1.9704349040985107,assets/images/2024/20241017_20241027/20241020_153850_0.jpg,an equation or math derivation,0.9881332516670227,0.0,0.982301652431488,an equation or math derivation,,an equation or math derivation,316,210,.jpg,13803,_posts/2024-10-27-weekly-OFS-18.md:60,
46,1.97019761800766,assets/images/2025/20250316_20250518/20250513_035830_1.jpg,an optical or photonics diagram,0.9868434071540833,0.0,0.9833542108535767,an optical or photonics diagram,,an optical or photonics diagram,1200,704,.jpg,213152,_posts/2025-05-18-weekly-OFS-47.md:43,
47,1.9687880873680115,assets/images/imported/ln-properties/image56.png,an equation or math derivation,0.9864094257354736,0.0,0.9823786616325378,an equation or math derivation,,an equation or math derivation,798,334,.png,55805,_posts/2018-04-28-ln-properties.md:286,
48,1.9667617082595825,assets/images/imported/piezoelectric-k-square-20190613/image32.png,an equation or math derivation,0.9869465827941895,0.0,0.9798151254653931,an equation or math derivation,,an equation or math derivation,107,87,.png,2866,_posts/2019-06-13-piezoelectric-k-square.md:72,
49,1.966276466846466,assets/images/imported/piezoelectric-k-square-20190613/image62.png,an equation or math derivation,0.9857973456382751,0.0,0.9804791212081909,an equation or math derivation,,an equation or math derivation,148,85,.png,3919,_posts/2019-06-13-piezoelectric-k-square.md:88,
50,1.9662132263183594,assets/images/2025/20250108_20250318/20250311_151219_1.jpg,an equation or math derivation,0.9863130450248718,0.0,0.9799001812934875,an equation or math derivation,,an equation or math derivation,1199,444,.jpg,75208,_posts/2025-03-17-weekly-OFS-38.md:311,
51,1.965747058391571,assets/images/2025/JTWPA/G52qN60bsAA7r_4.png,an equation or math derivation,0.9850367903709412,0.0,0.9807102680206299,an equation or math derivation,,an equation or math derivation,617,303,.png,72610,_posts/2025-11-15-TWPA.md:220,
52,1.9655240178108215,assets/images/2025/20240804_20250330/20250314_020148_0.jpg,an optical or photonics diagram,0.9864218235015869,0.0,0.9791021943092346,an optical or photonics diagram,,an optical or photonics diagram,1200,712,.jpg,77688,_posts/2025-03-30-weekly-OFS-40.md:286,
53,1.9654146432876587,assets/images/2025/20250225_20250406/20250404_154219_0.jpg,an optical or photonics diagram,0.9844132661819458,0.0,0.9810013771057129,an optical or photonics diagram,,an optical or photonics diagram,1199,858,.jpg,118048,_posts/2025-04-06-weekly-OFS-41.md:344,
54,1.9654146432876587,assets/images/2025/20250225_20250406/20250404_160829_0.jpg,an optical or photonics diagram,0.9844132661819458,0.0,0.9810013771057129,an optical or photonics diagram,,an optical or photonics diagram,1199,858,.jpg,118048,,
55,1.9653695821762085,assets/images/2024/20241122_20241215/20241211_154155_0.jpg,a photograph of lab equipment,0.9848619699478149,0.0,0.9805076122283936,a photograph of lab equipment,,a photograph of lab equipment,1200,664,.jpg,177106,_posts/2024-12-22-weekly-OFS-26.md:126,
56,1.9650505781173706,assets/images/imported/estimating-a-nanomech-resonator-with-a-jj-or-tuning-it-by-bc/image22.png,an equation or math derivation,0.984959065914154,0.0,0.9800915122032166,an equation or math derivation,,an equation or math derivation,123,31,.png,2642,_posts/2020-01-28-estimating-a-nanomech-resonator-with-a-jj-or-tuning-it-by-bc.md:54,
57,1.9647761583328247,assets/images/2026/20240704_20260519/20260428_054345_0.jpg,an optical or photonics diagram,0.9853105545043945,0.0,0.9794656038284302,an optical or photonics diagram,,an optical or photonics diagram,1200,690,.jpg,108590,_posts/2026-06-07-weekly-OFS-102.md:46,
58,1.9636249542236328,assets/images/2025/20241231_20250303/20250225_060926_0.jpg,an optical or photonics diagram,0.9849154949188232,0.0,0.9787094593048096,an optical or photonics diagram,,an optical or photonics diagram,1200,746,.jpg,85219,_posts/2025-03-02-weekly-OFS-36.md:188,
59,1.963155746459961,assets/images/2026/20240502_20260420/20260416_061420_0.jpg,a line chart,0.9854625463485718,0.0,0.9776932001113892,a line chart,,a line chart,1200,629,.jpg,69200,_posts/2026-04-20-weekly-OFS-95.md:139,
60,1.96279776096344,assets/images/2025/20250216_20250222/20250221_061350_0.jpg,an optical or photonics diagram,0.9853058457374573,0.0,0.9774919152259827,an optical or photonics diagram,,an optical or photonics diagram,1200,345,.jpg,61901,_posts/2025-02-23-weekly-OFS-35.md:287,
61,1.9624831676483154,assets/images/2026/20250114_20260119/20260113_031728_0.jpg,an optical or photonics diagram,0.9839522242546082,0.0,0.9785309433937073,an optical or photonics diagram,,an optical or photonics diagram,1200,685,.jpg,52665,_posts/2026-01-20-weekly-OFS-82.md:80,
62,1.9619947671890259,assets/images/2025/20250113_20251208/20251202_063831_0.jpg,an optical or photonics diagram,0.9842994213104248,0.0,0.9776953458786011,an optical or photonics diagram,,an optical or photonics diagram,1200,660,.jpg,159097,_posts/2025-12-07-weekly-OFS-76.md:73,
63,1.9616575241088867,assets/images/2025/20250711_20250908/20250908_051141_0.jpg,an optical or photonics diagram,0.9837446212768555,0.0,0.9779129028320312,an optical or photonics diagram,,an optical or photonics diagram,1198,325,.jpg,60524,_posts/2025-09-08-weekly-OFS-63.md:257,
64,1.9612746238708496,assets/images/imported/ln-properties/image76.png,an equation or math derivation,0.9845983982086182,0.0,0.9766762256622314,an equation or math derivation,,an equation or math derivation,1005,264,.png,80187,_posts/2018-04-28-ln-properties.md:397,
65,1.9611711502075195,assets/images/2025/20240624_20251221/20251219_061632_3.jpg,a wafer or chip photograph,0.9864458441734314,0.0,0.9747253060340881,a wafer or chip photograph,,a wafer or chip photograph,1200,673,.jpg,90352,_posts/2025-12-22-weekly-OFS-78.md:187,
66,1.9611711502075195,assets/images/2025/20250105_20250615/20250611_060846_3.jpg,a wafer or chip photograph,0.9864458441734314,0.0,0.9747253060340881,a wafer or chip photograph,,a wafer or chip photograph,1200,673,.jpg,90352,_posts/2025-06-15-weekly-OFS-51.md:144,
67,1.960957109928131,assets/images/2024/20240930_20241009/20241005_153817_3.jpg,an optical or photonics diagram,0.9849859476089478,0.0,0.9759711623191833,an optical or photonics diagram,,an optical or photonics diagram,1200,889,.jpg,106557,_posts/2024-10-13-weekly-OFS-16.md:153,
68,1.9608509540557861,assets/images/2024/20241122_20241215/20241212_165432_3.jpg,a technical slide,0.9839361906051636,0.0,0.9769147634506226,a technical slide,,a technical slide,1200,675,.jpg,104772,_posts/2024-12-22-weekly-OFS-26.md:172,
69,1.9605912566184998,assets/images/2025/20240711_20250831/20250828_160317_0.jpg,an optical or photonics diagram,0.98331218957901,0.0,0.9772790670394897,an optical or photonics diagram,,an optical or photonics diagram,1012,1200,.jpg,242354,_posts/2025-09-01-weekly-OFS-62.md:194,
70,1.9605799913406372,assets/images/imported/estimating-a-nanomech-resonator-with-a-jj-or-tuning-it-by-bc/image8.png,an equation or math derivation,0.9830942749977112,0.0,0.977485716342926,an equation or math derivation,,an equation or math derivation,145,33,.png,2589,_posts/2020-01-28-estimating-a-nanomech-resonator-with-a-jj-or-tuning-it-by-bc.md:53,
71,1.9605696201324463,assets/images/2024/20240930_20241009/20241005_230551_0.jpg,an optical or photonics diagram,0.9833648800849915,0.0,0.9772047400474548,an optical or photonics diagram,,an optical or photonics diagram,1199,594,.jpg,81439,_posts/2024-10-13-weekly-OFS-16.md:159,
72,1.9602885842323303,assets/images/imported/piezoelectric-k-square-20190613/image19.png,an equation or math derivation,0.9829971790313721,0.0,0.9772914052009583,an equation or math derivation,,an equation or math derivation,165,97,.png,3712,_posts/2019-06-13-piezoelectric-k-square.md:84,
73,1.9602762460708618,assets/images/2026/20240131_20260208/20250127_000458_0.jpg,an optical or photonics diagram,0.9852050542831421,0.0,0.9750711917877197,an optical or photonics diagram,,an optical or photonics diagram,1200,676,.jpg,138403,_posts/2026-02-08-weekly-OFS-85.md:160,
74,1.9602022171020508,assets/images/2025/20241224_20251225_long_thread/20250516_042127_0.jpg,an optical or photonics diagram,0.9832051396369934,0.0,0.9769970774650574,an optical or photonics diagram,,an optical or photonics diagram,1200,484,.jpg,69636,_posts/2025-12-25-how-to-hold-fibers.md:212,
75,1.9595754146575928,assets/images/2025/20241218_20260104/20260101_023300_1.jpg,an optical or photonics diagram,0.9840087890625,0.0,0.9755666255950928,an optical or photonics diagram,,an optical or photonics diagram,1200,1143,.jpg,162407,_posts/2026-01-08-weekly-OFS-80.md:156,
76,1.9583287239074707,assets/images/2025/20250323_20250928/20250923_152212_0.jpg,an optical or photonics diagram,0.9836233258247375,0.0,0.9747053980827332,an optical or photonics diagram,,an optical or photonics diagram,948,1200,.jpg,125620,_posts/2025-09-28-weekly-OFS-66.md:113,
77,1.9574539065361023,assets/images/imported/piezoelectric-k-square-20190613/image8.png,an equation or math derivation,0.9821474552154541,0.0,0.9753064513206482,an equation or math derivation,,an equation or math derivation,273,56,.png,2984,_posts/2019-06-13-piezoelectric-k-square.md:102,
78,1.9572362303733826,assets/images/2025/20241218_20260104/20260101_024210_1.jpg,an optical or photonics diagram,0.984488844871521,0.0,0.9727473855018616,an optical or photonics diagram,,an optical or photonics diagram,1200,811,.jpg,213841,_posts/2026-01-08-weekly-OFS-80.md:161,
79,1.9572165608406067,assets/images/2026/OFC2026/IMG_4087.JPG,a technical slide,0.9837875366210938,0.0,0.9734290242195129,a technical slide,,a technical slide,4032,3024,.jpg,2418179,_posts/2026-04-04-OFC2026.md:3853,
80,1.9565556049346924,assets/images/2025/20250214_20250921/20250917_035723_3.jpg,a photograph of lab equipment,0.9820142388343811,0.0,0.9745413661003113,a photograph of lab equipment,,a photograph of lab equipment,1200,900,.jpg,258841,_posts/2025-09-21-weekly-OFS-65.md:170,
81,1.9564298391342163,assets/images/imported/ln-photonics-literature/image6.png,an optical or photonics diagram,0.9812431931495667,0.0,0.9751866459846497,an optical or photonics diagram,,an optical or photonics diagram,902,651,.png,306788,_posts/2018-04-26-ln-photonics-literature.md:143,
82,1.95641428232193,assets/images/2024/20240930_20241009/20241005_153817_2.jpg,an optical or photonics diagram,0.9809718132019043,0.0,0.9754424691200256,an optical or photonics diagram,,an optical or photonics diagram,1200,456,.jpg,87396,_posts/2024-10-13-weekly-OFS-16.md:152,
83,1.9563297033309937,assets/images/2025/20241220_20250104/20241231_192337_0.jpg,an optical or photonics diagram,0.9821439385414124,0.0,0.9741857647895813,an optical or photonics diagram,,an optical or photonics diagram,1200,830,.jpg,142046,_posts/2025-01-05-weekly-OFS-28.md:200,
84,1.955874741077423,assets/images/2025/20250108_20250318/20250311_151219_2.jpg,an equation or math derivation,0.9817798733711243,0.0,0.9740948677062988,an equation or math derivation,,an equation or math derivation,1200,781,.jpg,333010,_posts/2025-03-17-weekly-OFS-38.md:312,
85,1.955617368221283,assets/images/2025/20241006_20250602/20250529_052148_0.jpg,an optical or photonics diagram,0.980882465839386,0.0,0.974734902381897,an optical or photonics diagram,,an optical or photonics diagram,1200,571,.jpg,111811,_posts/2025-06-01-weekly-OFS-49.md:104,
86,1.9555163979530334,assets/images/2025/20241130_20251124/20251123_181352_0.jpg,an optical or photonics diagram,0.981432318687439,0.0,0.9740840792655945,an optical or photonics diagram,,an optical or photonics diagram,729,421,.jpg,242029,_posts/2025-11-23-weekly-OFS-74.md:253,
87,1.9544846415519714,assets/images/2026/20250225_20260126/20260120_000622_0.jpg,a screenshot of a website or app,0.9811680316925049,0.0,0.9733166098594666,a screenshot of a website or app,,a screenshot of a website or app,1200,919,.jpg,53253,_posts/2026-01-25-weekly-OFS-83.md:65,
88,1.9544453024864197,assets/images/2024/20240829_20241109/20241107_162950_0.jpg,a document page,0.9800966382026672,0.0,0.9743486642837524,a document page,,a document page,770,1200,.jpg,293731,_posts/2024-11-09-weekly-OFS-20.md:147,
89,1.954334795475006,assets/images/imported/ln-properties/image54.png,an equation or math derivation,0.9804391264915466,0.0,0.9738956689834595,an equation or math derivation,,an equation or math derivation,222,49,.png,5405,_posts/2018-04-28-ln-properties.md:302,
90,1.9541162252426147,assets/images/2026/20240822_20260427/20260426_165238_0.jpg,a screenshot of a website or app,0.9810135960578918,0.0,0.9731026291847229,a screenshot of a website or app,,a screenshot of a website or app,1200,919,.jpg,53283,_posts/2026-04-27-weekly-OFS-96.md:175,
91,1.9529898166656494,assets/images/2026/20240918_20260601/20260526_020501_0.jpg,a technical slide,0.9798409938812256,0.0,0.9731488227844238,a technical slide,,a technical slide,1200,675,.jpg,135344,_posts/2026-06-14-weekly-OFS-103.md:182,
92,1.9528716206550598,assets/images/2024/20240531_20241225/20241224_041813_0.jpg,an optical or photonics diagram,0.9801630973815918,0.0,0.972708523273468,an optical or photonics diagram,,an optical or photonics diagram,1200,734,.jpg,58539,_posts/2024-12-29-weekly-OFS-27.md:192,
93,1.9528716206550598,assets/images/2025/20250505_20250512/20250506_022602_0.jpg,an optical or photonics diagram,0.9801630973815918,0.0,0.972708523273468,an optical or photonics diagram,,an optical or photonics diagram,1200,734,.jpg,58539,,
94,1.9527837038040161,assets/images/2025/20240913_20250208/20250114_024457_0.jpg,an optical or photonics diagram,0.9793244004249573,0.0,0.9734593033790588,an optical or photonics diagram,,an optical or photonics diagram,700,496,.jpg,338799,_posts/2025-02-09-weekly-OFS-33.md:191,
95,1.9527837038040161,assets/images/2025/20250108_20250318/20250202_064347_1.jpg,an optical or photonics diagram,0.9793244004249573,0.0,0.9734593033790588,an optical or photonics diagram,,an optical or photonics diagram,700,496,.jpg,338799,_posts/2025-03-17-weekly-OFS-38.md:246,
96,1.9527837038040161,assets/images/2025/20250208_20250526/20250520_034435_0.jpg,an optical or photonics diagram,0.9793244004249573,0.0,0.9734593033790588,an optical or photonics diagram,,an optical or photonics diagram,700,496,.jpg,338799,_posts/2025-05-26-weekly-OFS-48.md:54,
97,1.9519997239112854,assets/images/imported/estimating-a-nanomech-resonator-with-a-jj-or-tuning-it-by-bc/image63.png,an equation or math derivation,0.9802141785621643,0.0,0.9717855453491211,an equation or math derivation,,an equation or math derivation,202,40,.png,3877,_posts/2020-01-28-estimating-a-nanomech-resonator-with-a-jj-or-tuning-it-by-bc.md:50,
98,1.9518165588378906,assets/images/2025/20250305_20251027/20251024_065234_0.jpg,an optical or photonics diagram,0.9792628884315491,0.0,0.9725536704063416,an optical or photonics diagram,,an optical or photonics diagram,1200,955,.jpg,214588,_posts/2025-10-26-weekly-OFS-70.md:125,
99,1.951405644416809,assets/images/2025/20250108_20250318/20250308_165340_0.jpg,a photograph of lab equipment,0.9801220893859863,0.0,0.9712835550308228,a photograph of lab equipment,,a photograph of lab equipment,1200,927,.jpg,206406,_posts/2025-03-17-weekly-OFS-38.md:61,
100,1.9510770440101624,assets/images/2025/20250323_20250928/20250928_070600_0.jpg,an optical or photonics diagram,0.9788845777511597,0.0,0.9721924662590027,an optical or photonics diagram,,an optical or photonics diagram,1199,534,.jpg,57328,_posts/2025-09-28-weekly-OFS-66.md:309,
